candidate_id,candidate_ddd_mobile,candidate_pcd,candidate_certifications,candidate_academic_level,candidate_english_level,candidate_spanish_level
15390,15,Não,1,Ensino Superior Completo,Básico,Nenhum
15391,11,,0,,,
15392,11,,0,,,
15393,11,,0,,,
15394,31,,0,,,
15395,11,Não,0,Ensino Superior Completo,Avançado,Nenhum
15396,21,Não,0,Pós Graduação Cursando,Intermediário,Básico
15397,11,,0,,,
15398,11,,0,,,
15399,48,,0,,,
154,21,,0,,,
1540,13,,0,,,
15400,11,,0,,,
15401,11,,0,,,
15402,31,,0,,,
15403,19,,0,,,
15404,11,,0,,,
15405,11,,0,,,
15406,11,,0,,,
15407,11,Não,0,Ensino Superior Cursando,Intermediário,Fluente
15408,12,Não,1,Pós Graduação Incompleto,Intermediário,Intermediário
15409,11,,0,,,
1541,19,,0,,,
15410,21,,0,,,
15411,11,Não,0,Pós Graduação Completo,Intermediário,Nenhum
15412,11,Não,0,Ensino Superior Cursando,Intermediário,Nenhum
15413,11,Não,0,Ensino Superior Completo,Intermediário,Intermediário
15414,21,,0,,,
15415,11,Não,0,Ensino Superior Completo,Avançado,Nenhum
15416,11,Não,0,Pós Graduação Completo,Avançado,Avançado
15417,11,,0,,,
15418,11,,0,,,
15419,11,,0,,,
1542,19,,0,,,
15420,11,,0,,,
15421,19,,0,,,
15422,11,,0,,,
15423,11,,0,,,
15424,11,,0,,,
15425,11,,0,,,
15426,11,,0,,,
15427,19,,0,,,
15428,11,,0,,,
15429,13,,0,,,
1543,11,,0,,,
15430,11,,0,,,
15431,11,,0,,,
15432,11,Não,0,Ensino Superior Completo,Intermediário,Básico
15433,11,,0,,,
15434,11,Não,0,Ensino Superior Completo,Avançado,Básico
15435,11,,0,,,
15436,19,Não,0,Pós Graduação Completo,Intermediário,Básico
15437,11,,0,,,
15438,11,,0,,,
15439,19,,0,,,
1544,11,,0,,,
15440,19,,0,,,
15441,19,,0,,,
15442,21,,0,,,
15443,11,,0,,,
15444,11,,0,,,
15445,21,,0,,,
15446,11,Não,0,Ensino Superior Completo,Avançado,Básico
15447,13,Não,1,Ensino Superior Completo,Avançado,Avançado
15448,11,,0,,,
15449,11,Não,0,Ensino Superior Completo,Intermediário,Básico
1545,35,,0,,,
15450,11,,0,,,
15451,11,,0,,,
15452,11,,0,,,
15453,11,Não,1,Pós Graduação Completo,Intermediário,Intermediário
15454,11,,0,,,
15455,11,,0,,,
15456,11,,0,,,
15457,41,,0,,,
15458,15,,0,,,
15459,11,,0,,,
1546,93,,0,,,
15460,19,Não,0,Ensino Superior Cursando,Fluente,Intermediário
15461,11,,0,,,
15462,11,,0,,,
15463,11,,0,,,
15464,11,,0,,,
15465,11,,0,,,
15466,11,Não,0,Ensino Superior Completo,Intermediário,Intermediário
15467,81,,0,,,
15468,11,,0,,,
15469,11,Sim,0,Ensino Superior Completo,Avançado,Nenhum
1547,43,,0,,,
15470,21,,0,,,
15471,21,,0,,,
15472,41,,0,,,
15473,11,,0,,,
15474,11,,0,,,
15475,11,,0,,,
15476,11,,0,,,
15477,11,,0,,,
15478,11,,0,,,
15479,21,,0,,,
1548,11,,0,,,
15480,11,,0,,,
15481,11,Sim,0,Pós Graduação Completo,Avançado,Básico
15482,21,,0,,,
15483,11,Não,0,Pós Graduação Incompleto,Fluente,Fluente
15484,11,,0,,,
15485,11,,0,,,
15486,11,,0,,,
15487,11,,0,,,
15488,11,Não,0,Ensino Superior Cursando,Avançado,Avançado
15489,21,,0,,,
1549,11,,0,,,
15490,19,,0,,,
15491,11,Não,1,Ensino Superior Completo,Avançado,Avançado
15492,11,,0,,,
15493,21,,0,,,
15494,11,,0,,,
15495,11,,0,,,
15496,19,,0,,,
15497,19,,0,,,
15498,19,,0,,,
15499,19,,0,,,
155,21,,0,,,
1550,19,,0,,,
15500,11,,0,,,
15501,11,,0,,,
15502,11,,0,,,
15503,11,,0,,,
15504,11,,0,,,
15505,11,,0,,,
15506,11,Não,0,Ensino Superior Completo,Intermediário,Nenhum
15507,19,,0,,,
15508,11,,0,,,
15509,19,,0,,,
1551,11,,0,,,
15510,11,,0,,,
15511,11,,0,,,
15512,21,,0,,,
15513,11,,0,,,
15514,21,,0,,,
15515,11,Não,0,Ensino Superior Cursando,Fluente,Avançado
15516,11,,0,,,
15517,11,,0,,,
15518,00,,0,,,
15519,11,,0,,,
1552,11,,0,,,
15520,11,,0,,,
15521,11,Não,0,Ensino Superior Cursando,Intermediário,Básico
15522,31,,0,,,
15523,13,,0,,,
15524,21,,0,,,
15525,11,,0,,,
15526,11,,0,,,
15527,31,,0,,,
15528,11,,0,,,
15529,21,,0,,,
1553,31,,0,,,
15530,19,,0,,,
15531,11,,0,,,
15532,19,,0,,,
15533,11,Não,0,Pós Graduação Completo,Intermediário,Básico
15534,11,,0,,,
15535,12,Não,0,Pós Graduação Completo,Fluente,Nenhum
15536,11,Não,0,Ensino Superior Completo,Básico,Nenhum
15537,11,,0,,,
15538,11,,0,,,
15539,11,,0,,,
1554,11,,0,,,
15540,11,,0,,,
15541,11,,0,,,
15542,19,Não,0,Ensino Superior Completo,Intermediário,Básico
15543,11,,0,,,
15544,11,,0,,,
15545,11,,0,,,
15546,19,,0,,,
15547,11,,0,,,
15548,15,,0,,,
15549,11,,0,,,
1555,11,,0,,,
15550,11,,0,,,
15551,11,Não,0,Ensino Superior Cursando,Avançado,Avançado
15552,11,,0,,,
15553,11,Não,0,Ensino Superior Cursando,Intermediário,Básico
15554,11,Não,0,Ensino Superior Cursando,Avançado,Básico
15555,11,,0,,,
15556,21,,0,,,
15557,21,,0,,,
15558,11,,0,,,
15559,11,,0,,,
1556,13,,0,,,
15560,21,,0,,,
15561,21,,0,,,
15562,11,,0,,,
15563,11,,0,,,
15564,11,,0,,,
15565,13,,0,,,
15566,11,,0,,,
15567,11,,0,,,
15568,11,,0,,,
15569,11,,0,,,
1557,11,,0,,,
15570,16,Não,0,Mestrado Completo,Avançado,Nenhum
15571,19,Não,0,Ensino Superior Completo,Básico,Nenhum
15572,13,Não,0,Ensino Superior Completo,Intermediário,Nenhum
15573,11,Não,0,Ensino Superior Completo,Intermediário,Nenhum
15574,11,,0,,,
15575,11,Não,0,Pós Graduação Completo,Avançado,Nenhum
15576,21,,0,,,
15577,11,Não,0,Ensino Superior Incompleto,Básico,Básico
15578,11,,0,,,
15579,11,,0,,,
1558,11,,0,,,
15580,11,,0,,,
15581,11,Não,0,Ensino Superior Completo,Básico,Nenhum
15582,11,,0,,,
15583,11,,0,,,
15584,81,Não,0,Ensino Superior Completo,Intermediário,Fluente
15585,19,Não,0,Ensino Superior Completo,Avançado,Básico
15586,11,,0,,,
15587,11,,0,,,
15588,11,Não,0,Pós Graduação Completo,Fluente,Básico
15589,11,,0,,,
1559,11,,0,,,
15590,81,Sim,0,Ensino Superior Completo,Intermediário,Intermediário
15591,13,,0,,,
15592,19,,0,,,
15593,11,Não,0,Pós Graduação Cursando,Intermediário,Básico
15594,11,,0,,,
15595,11,,0,,,
15596,27,,0,,,
15597,41,,0,,,
15598,11,Não,0,Ensino Superior Completo,Avançado,Intermediário
15599,11,,0,,,
156,11,,0,,,
1560,11,,0,,,
15600,11,Não,0,Ensino Superior Cursando,Avançado,Básico
15601,24,Não,0,Ensino Superior Completo,Intermediário,Intermediário
15602,11,Não,0,Pós Graduação Completo,Básico,Nenhum
15603,21,,0,,,
15604,11,,0,,,
15605,11,,0,,,
15606,31,,0,,,
15607,11,Não,0,Ensino Superior Completo,Avançado,Básico
15608,11,,0,,,
15609,31,,0,,,
1561,11,,0,,,
15610,31,,0,,,
15611,31,,0,,,
15612,11,,0,,,
15613,11,,0,,,
15614,11,Não,0,Ensino Superior Completo,Básico,Básico
15615,51,Não,1,Ensino Superior Incompleto,Intermediário,Nenhum
15616,81,Não,0,Pós Graduação Cursando,Intermediário,Básico
15617,81,Não,0,Pós Graduação Completo,Intermediário,Nenhum
15618,81,,0,,,
15619,11,Não,0,Ensino Superior Completo,Avançado,Básico
1562,11,,0,,,
15620,19,,0,,,
15621,11,,0,,,
15622,11,,0,,,
15623,11,Não,0,Ensino Superior Completo,Avançado,Básico
15624,81,Não,0,Ensino Superior Cursando,Nenhum,Nenhum
15625,19,,0,,,
15626,19,,0,,,
15627,13,,0,,,
15628,19,,0,,,
15629,11,,0,,,
1563,11,,0,,,
15630,11,Não,1,Pós Graduação Completo,Avançado,Básico
15631,11,Não,0,Mestrado Incompleto,Básico,Nenhum
15632,11,Não,0,Ensino Superior Completo,Intermediário,Básico
15633,11,,0,,,
15634,,,0,,,
15635,,,0,,,
15636,,,0,,,
15637,,,0,,,
15638,,,0,,,
15639,,,0,,,
1564,64,,0,,,
15640,,,0,,,
15641,,,0,,,
15642,,,0,,,
15643,,,0,,,
15644,,,0,,,
15645,,,0,,,
15646,,,0,,,
15647,,,0,,,
15648,,,0,,,
15649,,,0,,,
1565,12,,0,,,
15650,11,,0,,,
15651,,,0,,,
15652,,,0,,,
15653,,,0,,,
15654,,,0,,,
15655,,,0,,,
15656,,,0,,,
15657,,,0,,,
15658,,,0,,,
15659,11,,0,,,
1566,13,,0,,,
15660,,,0,,,
15661,,,0,,,
15662,,,0,,,
15663,,,0,,,
15664,,,0,,,
15665,,,0,,,
15666,,,0,,,
15667,,,0,,,
15668,,,0,,,
15669,,,0,,,
1567,11,,0,,,
15670,,,0,,,
15671,,,0,,,
15672,,,0,,,
15673,,,0,,,
15674,21,,0,,,
15675,,,0,,,
15676,,,0,,,
15677,,,0,,,
15678,,,0,,,
15679,,,0,,,
1568,56,,0,,,
15680,,,0,,,
15681,,,0,,,
15682,,,0,,,
15683,,,0,,,
15684,,,0,,,
15685,,,0,,,
15686,,,0,,,
15687,,,0,,,
15688,,,0,,,
15689,,,0,,,
1569,11,,0,,,
15690,,,0,,,
15691,,,0,,,
15692,,,0,,,
15693,,,0,,,
15694,,,0,,,
15695,,,0,,,
15696,,,0,,,
15697,,,0,,,
15698,,,0,,,
15699,,,0,,,
157,11,,0,,,
1570,11,,0,,,
15700,,,0,,,
15701,,,0,,,
15702,,,0,,,
15703,,,0,,,
15704,,,0,,,
15705,,,0,,,
15706,,,0,,,
15707,,,0,,,
15708,,,0,,,
15709,,,0,,,
1571,31,,0,,,
15710,,,0,,,
15711,,,0,,,
15712,,,0,,,
15713,,,0,,,
15714,,,0,,,
15715,,,0,,,
15716,,,0,,,
15717,,,0,,,
15718,,,0,,,
15719,,,0,,,
1572,11,,0,,,
15720,,,0,,,
15721,,,0,,,
15722,,,0,,,
15723,,,0,,,
15724,19,,0,,,
15725,,,0,,,
15726,,,0,,,
15727,,,0,,,
15728,,,0,,,
15729,,,0,,,
1573,11,,0,,,
15730,,,0,,,
15731,,,0,,,
15732,,,0,,,
15733,,,0,,,
15734,,,0,,,
15735,,,0,,,
15736,,,0,,,
15737,,,0,,,
15738,,,0,,,
15739,,,0,,,
1574,19,,0,,,
15740,,,0,,,
15741,,,0,,,
15742,,,0,,,
15743,,,0,,,
15744,,,0,,,
15745,,,0,,,
15746,,,0,,,
15747,,,0,,,
15748,,,0,,,
15749,,,0,,,
1575,11,,0,,,
15750,,,0,,,
15751,,,0,,,
15752,,,0,,,
15753,,,0,,,
15754,,,0,,,
15755,,,0,,,
15756,,,0,,,
15757,,,0,,,
15758,,,0,,,
15759,,,0,,,
1576,15,,0,,,
15760,,,0,,,
15761,,,0,,,
15762,,,0,,,
15763,,,0,,,
15764,,,0,,,
15765,,,0,,,
15766,,,0,,,
15767,,,0,,,
15768,11,,0,,,
15769,,,0,,,
1577,11,,0,,,
15770,,,0,,,
15771,19,,0,,,
15772,,,0,,,
15773,,,0,,,
15774,,,0,,,
15775,,,0,,,
15776,,,0,,,
15777,,,0,,,
15778,,,0,,,
15779,,,0,,,
1578,11,,0,,,
15780,,,0,,,
15781,,,0,,,
15782,,,0,,,
15783,,,0,,,
15784,,,0,,,
15785,,,0,,,
15786,,,0,,,
15787,,,0,,,
15788,,,0,,,
15789,,,0,,,
1579,19,,0,,,
15790,,,0,,,
15791,,,0,,,
15792,,,0,,,
15793,,,0,,,
15794,,,0,,,
15795,,,0,,,
15796,,,0,,,
15797,,,0,,,
15798,,,0,,,
15799,,,0,,,
158,11,,0,,,
1580,11,,0,,,
15800,,,0,,,
15801,,,0,,,
15802,,,0,,,
15803,,,0,,,
15804,,,0,,,
15805,,,0,,,
15806,,,0,,,
15807,,,0,,,
15808,,,0,,,
15809,,,0,,,
1581,11,,0,,,
15810,,,0,,,
15811,,,0,,,
15812,,,0,,,
15813,,,0,,,
15814,,,0,,,
15815,,,0,,,
15816,,,0,,,
15817,,,0,,,
15818,,,0,,,
15819,,,0,,,
1582,11,,0,,,
15820,,,0,,,
15821,,,0,,,
15822,,,0,,,
15823,,,0,,,
15824,,,0,,,
15825,,,0,,,
15826,41,,0,,,
15827,,,0,,,
15828,,,0,,,
15829,,,0,,,
1583,11,,0,,,
15830,,,0,,,
15831,,,0,,,
15832,,,0,,,
15833,,,0,,,
15834,,,0,,,
15835,,,0,,,
15836,,,0,,,
15837,,,0,,,
15838,,,0,,,
15839,,,0,,,
1584,11,,0,,,
15840,,,0,,,
15841,,,0,,,
15842,,,0,,,
15843,,,0,,,
15844,,,0,,,
15845,,,0,,,
15846,,,0,,,
15847,,,0,,,
15848,,,0,,,
15849,,,0,,,
1585,11,,0,,,
15850,,,0,,,
15851,,,0,,,
15852,,,0,,,
15853,,,0,,,
15854,,,0,,,
15855,,,0,,,
15856,,,0,,,
15857,,,0,,,
15858,,,0,,,
15859,,,0,,,
1586,11,,0,,,
15860,,,0,,,
15861,,,0,,,
15862,,,0,,,
15863,,,0,,,
15864,,,0,,,
15865,,,0,,,
15866,,,0,,,
15867,,,0,,,
15868,21,,0,,,
15869,,,0,,,
1587,11,,0,,,
15870,,,0,,,
15871,,,0,,,
15872,,,0,,,
15873,,,0,,,
15874,,,0,,,
15875,,,0,,,
15876,,,0,,,
15877,,,0,,,
15878,,,0,,,
15879,,,0,,,
1588,11,,0,,,
15880,,,0,,,
15881,,,0,,,
15882,19,,0,,,
15883,11,Não,0,Pós Graduação Completo,Avançado,Nenhum
15884,11,Não,0,Ensino Superior Completo,Avançado,Básico
15885,11,Não,0,Ensino Superior Completo,Básico,Nenhum
15886,11,Não,0,Ensino Superior Incompleto,Básico,Nenhum
15887,21,,0,,,
15888,21,Não,0,Ensino Superior Completo,Avançado,Básico
15889,11,,0,,,
1589,21,,0,,,
15890,11,,0,,,
15891,24,,0,,,
15892,11,,0,,,
15893,11,,0,,,
15894,11,,0,,,
15895,19,,0,,,
15896,11,,0,,,
15897,35,Não,0,Ensino Superior Completo,Intermediário,Nenhum
15898,41,,0,,,
15899,19,,0,,,
159,21,,0,,,
1590,11,,0,,,
15900,13,Não,0,Ensino Superior Completo,Intermediário,Intermediário
15901,11,Não,0,Pós Graduação Completo,Intermediário,Básico
15902,11,,0,,,
15903,11,Não,0,Ensino Superior Completo,Avançado,Nenhum
15904,11,Não,0,Pós Graduação Completo,Intermediário,Básico
15905,11,Não,0,Pós Graduação Completo,Intermediário,Nenhum
15906,11,Não,0,Pós Graduação Completo,Avançado,Intermediário
15907,11,Não,0,Ensino Superior Incompleto,Intermediário,Básico
15908,19,,0,,,
15909,11,,0,,,
1591,16,,0,,,
15910,15,,0,,,
15911,11,,0,,,
15912,11,,0,,,
15913,81,Não,0,Ensino Superior Incompleto,Básico,Básico
15914,41,,0,,,
15915,11,Não,0,Ensino Superior Cursando,Intermediário,Básico
15916,11,,0,,,
15917,11,,0,,,
15918,11,,0,,,
15919,41,,0,,,
1592,11,,0,,,
15920,41,,0,,,
15921,11,,0,,,
15922,11,,0,,,
15923,11,,0,,,
15924,11,,0,,,
15925,11,Não,0,Ensino Superior Incompleto,Intermediário,Nenhum
15926,11,,0,,,
15927,11,Não,0,Pós Graduação Completo,Básico,Nenhum
15928,11,,0,,,
15929,11,,0,,,
1593,19,,0,,,
15930,11,,0,,,
15931,11,,0,,,
15932,11,,0,,,
15933,11,,0,,,
15934,41,,0,,,
15935,11,,0,,,
15936,31,,0,,,
15937,31,,0,,,
15938,11,,0,,,
15939,11,,0,,,
1594,19,,0,,,
15940,11,,0,,,
15941,11,,0,,,
15942,13,,0,,,
15943,11,,0,,,
15944,47,,0,,,
15945,11,,0,,,
15946,11,,0,,,
15947,41,Não,0,Pós Graduação Incompleto,Avançado,Nenhum
15948,19,,0,,,
15949,11,,0,,,
1595,21,,0,,,
15950,11,,0,,,
15951,11,,0,,,
15952,16,Não,0,Doutorado Completo,Fluente,Intermediário
15953,85,,0,,,
15954,19,,0,,,
15955,11,,0,,,
15956,19,,0,,,
15957,19,,0,,,
15958,11,,0,,,
15959,47,,0,,,
1596,98,,0,,,
15960,41,,0,,,
15961,47,Não,0,Ensino Superior Cursando,Intermediário,Nenhum
15962,47,Não,0,Ensino Superior Completo,Avançado,Básico
15963,11,,0,,,
15964,11,,0,,,
15965,11,Não,0,Pós Graduação Completo,Avançado,Intermediário
15966,21,,0,,,
15967,19,,0,,,
15968,11,,0,,,
15969,01,,0,,,
1597,98,,0,,,
15970,21,,0,,,
15971,11,Não,0,Ensino Superior Cursando,Avançado,Nenhum
15972,11,,0,,,
15973,11,,0,,,
15974,11,Não,0,Pós Graduação Completo,Avançado,Avançado
15975,21,,0,,,
15976,11,,0,,,
15977,11,,0,,,
15978,11,,0,,,
15979,11,,0,,,
1598,11,,0,,,
15980,11,Não,0,Ensino Superior Cursando,Fluente,Básico
15981,11,,0,,,
15982,11,,0,,,
15983,02,,0,,,
15984,11,,0,,,
15985,32,,0,,,
15986,11,Não,0,Ensino Superior Completo,Intermediário,Nenhum
15987,11,,0,,,
15988,19,,0,,,
15989,11,Não,0,Pós Graduação Completo,Avançado,Nenhum
1599,11,,0,,,
15990,11,,0,,,
15991,11,Não,0,Ensino Superior Completo,Intermediário,Básico
15992,19,,0,,,
15993,19,,0,,,
15994,19,Não,0,Ensino Superior Cursando,Avançado,Nenhum
15995,19,,0,,,
15996,15,,0,,,
15997,11,,0,,,
15998,19,Não,0,Ensino Médio Completo,Intermediário,Básico
15999,11,,0,,,
16,11,,0,Ensino Superior Completo,,
160,13,,0,,,
1600,51,,0,,,
16000,11,,0,,,
16001,19,,0,,,
16002,19,Sim,0,Ensino Superior Completo,Básico,Nenhum
16003,19,,0,,,
16004,11,,0,,,
16005,11,,0,,,
16006,11,Não,0,Ensino Técnico Cursando,Intermediário,Básico
16007,19,,0,,,
16008,11,,0,,,
16009,11,,0,,,
1601,11,,0,,,
16010,19,,0,,,
16011,19,,0,,,
16012,11,,0,,,
16013,19,,0,,,
16014,71,,0,,,
16015,19,,0,,,
16016,19,,0,,,
16017,11,,0,,,
16018,11,Não,0,Pós Graduação Completo,Intermediário,Básico
16019,11,,0,,,
1602,11,,0,,,
16020,11,,0,,,
16021,19,,0,,,
16022,19,,0,,,
16023,11,,0,,,
16024,11,,0,,,
16025,21,Não,0,Ensino Técnico Cursando,Intermediário,Nenhum
16026,11,,0,,,
16027,11,Não,0,Ensino Superior Completo,Intermediário,Nenhum
16028,11,,0,,,
16029,11,,0,,,
1603,11,,0,,,
16030,19,,0,,,
16031,71,,0,,,
16032,11,,0,,,
16033,41,,0,,,
16034,41,,0,,,
16035,41,,0,,,
16036,11,Não,0,Pós Graduação Cursando,Avançado,Nenhum
16037,16,,0,,,
16038,11,,0,,,
16039,19,,0,,,
1604,11,Não,1,Ensino Superior Completo,Fluente,Básico
16040,11,,0,,,
16041,61,,0,,,
16042,11,,0,,,
16043,11,,0,,,
16044,11,,0,,,
16045,11,,0,,,
16046,11,,0,,,
16047,11,Não,0,Ensino Superior Completo,Básico,Intermediário
16048,11,,0,,,
16049,47,Não,0,Ensino Superior Cursando,Básico,Avançado
1605,19,,0,,,
16050,15,,0,,,
16051,11,,0,,,
16052,11,,0,,,
16053,15,Não,1,Pós Graduação Cursando,Intermediário,Básico
16054,11,,0,,,
16055,19,,0,,,
16056,19,,0,,,
16057,19,,0,,,
16058,11,,0,,,
16059,11,,0,,,
1606,19,,0,,,
16060,11,,0,,,
16061,11,,0,,,
16062,41,,0,,,
16063,11,Não,0,Ensino Superior Completo,Básico,Nenhum
16064,41,,0,,,
16065,16,,0,,,
16066,19,,0,,,
16067,11,Não,0,Ensino Técnico Cursando,Básico,Básico
16068,19,,0,,,
16069,19,,0,,,
1607,19,,0,,,
16070,11,,0,,,
16071,11,Não,0,Ensino Superior Completo,Intermediário,Nenhum
16072,13,,0,,,
16073,47,Não,0,Pós Graduação Completo,Fluente,Básico
16074,11,,0,,,
16075,19,,0,,,
16076,11,,0,,,
16077,11,,0,,,
16078,11,,0,,,
16079,71,Não,0,Ensino Superior Completo,Básico,Nenhum
1608,11,,0,,,
16080,71,Não,0,Ensino Superior Completo,Intermediário,Intermediário
16081,81,,0,,,
16082,19,Não,0,Pós Graduação Completo,Intermediário,Nenhum
16083,19,Não,0,Pós Graduação Completo,Intermediário,Básico
16084,11,Não,0,Ensino Superior Cursando,Fluente,Fluente
16085,19,Não,0,Pós Graduação Completo,Avançado,Nenhum
16086,11,,0,,,
16087,11,,0,,,
16088,15,,0,,,
16089,31,Não,0,Ensino Superior Completo,Intermediário,Nenhum
1609,,,0,Ensino Superior Completo,,
16090,21,Não,0,Ensino Superior Completo,Avançado,Intermediário
16091,19,,0,,,
16092,19,,0,,,
16093,19,Não,0,Ensino Superior Completo,Fluente,Avançado
16094,27,,0,,,
16095,35,Não,0,Pós Graduação Completo,Intermediário,Básico
16096,11,Não,0,Ensino Superior Completo,Básico,Nenhum
16097,21,Não,0,Ensino Superior Cursando,Básico,Básico
16098,11,,0,,,
16099,19,,0,,,
161,21,,0,,,
1610,41,,0,,,
16100,11,,0,,,
16101,11,Não,0,Mestrado Incompleto,Intermediário,Básico
16102,47,Não,0,Ensino Superior Completo,Intermediário,Nenhum
16103,19,,0,,,
16104,11,,0,,,
16105,71,,0,,,
16106,11,,0,,,
16107,15,,0,,,
16108,11,,0,,,
16109,11,,0,,,
1611,11,,0,,,
16110,11,,0,,,
16111,21,,0,,,
16112,51,,0,,,
16113,11,,0,,,
16114,71,Não,0,Ensino Superior Completo,Intermediário,Nenhum
16115,79,,0,,,
16116,11,,0,,,
16117,11,Não,0,Ensino Superior Completo,Básico,Básico
16118,71,Não,1,Ensino Médio Completo,Intermediário,Intermediário
16119,71,Não,0,Pós Graduação Completo,Básico,Nenhum
1612,19,,0,,,
16120,11,,0,,,
16121,11,,0,,,
16122,11,,0,,,
16123,11,,0,,,
16124,11,,0,,,
16125,11,Não,0,Ensino Superior Completo,Básico,Avançado
16126,11,Não,0,Pós Graduação Completo,Fluente,Nenhum
16127,11,Não,0,Pós Graduação Completo,Básico,Intermediário
16128,11,Não,0,Ensino Técnico Completo,Básico,Básico
16129,19,,0,,,
1613,19,,0,,,
16130,11,,0,,,
16131,19,,0,,,
16132,19,,0,,,
16133,11,,0,,,
16134,11,,0,,,
16135,19,,0,,,
16136,19,,0,,,
16137,19,,0,,,
16138,11,,0,,,
16139,21,,0,,,
1614,19,,0,,,
16140,11,,0,,,
16141,19,Não,0,Ensino Superior Completo,Avançado,Intermediário
16142,11,Não,1,Ensino Superior Incompleto,Avançado,Nenhum
16143,11,,0,,,
16144,11,,0,,,
16145,11,,0,,,
16146,11,,0,,,
16147,47,Não,0,Ensino Superior Cursando,Básico,Básico
16148,19,,0,,,
16149,19,,0,,,
1615,99,,0,,,
16150,19,,0,,,
16151,12,,0,,,
16152,11,,0,,,
16153,11,,0,,,
16154,21,,0,,,
16155,11,,0,,,
16156,11,,0,,,
16157,11,,0,,,
16158,35,,0,,,
16159,11,,0,,,
1616,11,,0,,,
16160,11,,0,,,
16161,11,Não,0,Pós Graduação Completo,Avançado,Básico
16162,19,Não,0,Ensino Superior Completo,Avançado,Básico
16163,11,,0,,,
16164,11,,0,,,
16165,21,,0,,,
16166,11,,0,,,
16167,11,Não,0,Pós Graduação Cursando,Intermediário,Nenhum
16168,11,,0,,,
16169,11,,0,,,
1617,19,,0,,,
16170,11,,0,,,
16171,11,Não,0,Ensino Superior Completo,Básico,Nenhum
16172,19,,0,,,
16173,11,,0,,,
16174,11,,0,,,
16175,11,,0,,,
16176,11,,0,,,
16177,11,,0,,,
16178,11,,0,,,
16179,11,,0,Pós Graduação Completo,Intermediário,
1618,19,,0,,,
16180,11,,0,,,
16181,11,,0,,,
16182,01,,0,,,
16183,55,,0,,,
16184,11,,0,,,
16185,11,,0,,,
16186,11,,0,,,
16187,11,,0,,,
16188,11,,0,,,
16189,11,Não,0,Pós Graduação Completo,Fluente,Básico
1619,19,,0,,,
16190,11,,0,,,
16191,21,,0,,,
16192,11,,0,,,
16193,11,,0,,,
16194,21,,0,,,
16195,19,,0,,,
16196,19,,0,,,
16197,16,,0,,,
16198,19,,0,,,
16199,11,,0,,,
162,21,,0,,,
1620,19,,0,,,
16200,11,,0,,,
16201,19,,0,,,
16202,19,,0,,,
16203,11,,0,,,
16204,19,Não,0,Ensino Superior Completo,Básico,Básico
16205,11,,0,,,
16206,21,,0,,,
16207,61,,0,,,
16208,11,,0,,,
16209,11,,0,,,
1621,19,,0,,,
16210,11,,0,,,
16211,11,,0,,,
16212,21,,0,,,
16213,11,Não,0,Pós Graduação Incompleto,Fluente,Intermediário
16214,21,,0,,,
16215,11,,0,,,
16216,11,,0,,,
16217,13,,0,,,
16218,11,,0,,,
16219,11,,0,,,
1622,19,,0,,,
16220,11,Não,0,Ensino Superior Cursando,Avançado,Básico
16221,81,,0,,,
16222,11,,0,,,
16223,11,,0,,,
16224,11,,0,,,
16225,11,,0,,,
16226,11,,0,,,
16227,19,,0,,,
16228,11,,0,,,
16229,11,,0,,,
1623,19,,0,,,
16230,11,Não,0,Pós Graduação Completo,Avançado,Básico
16231,13,,0,,,
16232,11,,0,,,
16233,11,,0,,,
16234,11,,0,,,
16235,11,,0,,,
16236,11,,0,,,
16237,11,,0,,,
16238,19,,0,,,
16239,11,,0,,,
1624,19,,0,,,
16240,11,,0,,,
16241,19,,0,,,
16242,11,,0,,,
16243,19,Não,0,Ensino Superior Completo,Intermediário,Básico
16244,11,,0,,,
16245,11,,0,,,
16246,11,Não,1,Ensino Superior Cursando,Básico,Nenhum
16247,11,,0,,,
16248,11,,0,,,
16249,11,,0,,,
1625,19,,0,,,
16250,91,,0,,,
16251,13,,0,,,
16252,11,,0,,,
16253,51,,0,,,
16254,11,,0,,,
16255,11,,0,,,
16256,02,,0,,,
16257,12,Não,0,Ensino Superior Cursando,Básico,Básico
16258,11,,0,,,
16259,11,,0,,,
1626,19,,0,,,
16260,11,,0,,,
16261,11,,0,,,
16262,11,,0,,,
16263,11,,0,,,
16264,11,,0,,,
16265,11,,0,,,
16266,11,,0,,,
16267,84,Não,1,Pós Graduação Cursando,Intermediário,Nenhum
16268,11,Não,0,Ensino Superior Completo,Básico,Básico
16269,21,,0,,,
1627,19,,0,,,
16270,19,,0,,,
16271,11,,0,,,
16272,11,,0,,,
16273,11,,0,,,
16274,11,,0,,Intermediário,
16275,11,,0,,,
16276,19,,0,,,
16277,19,,0,,,
16278,11,,0,,,
16279,14,,0,,,
1628,19,,0,,,
16280,11,,0,,,
16281,11,Não,0,Ensino Superior Completo,Básico,Básico
16282,19,,0,,,
16283,11,Não,0,Ensino Superior Completo,Básico,Básico
16284,19,,0,,,
16285,19,,0,,,
16286,61,Não,0,Ensino Superior Completo,Intermediário,Básico
16287,21,,0,,,
16288,11,Não,1,Pós Graduação Cursando,Avançado,Nenhum
16289,19,Não,0,Ensino Superior Cursando,Avançado,Básico
1629,98,,0,,,
16290,11,Não,0,Ensino Superior Cursando,Básico,Nenhum
16291,11,,0,,,
